,issue_no,created_at,closed_at,assignees_no,labels,closes_no,author_association,comments_no,title,url
876,291,2020-02-19 06:35:51+00:00,2020-02-19 09:37:20+00:00,0,['dependencies'],0,CONTRIBUTOR,1.0,Bump github.com/stretchr/testify from 1.4.0 to 1.5.0,https://api.github.com/repos/cosmos/gaia/issues/291
877,289,2020-02-17 16:53:49+00:00,2020-03-27 15:52:15+00:00,0,['build'],0,MEMBER,5.0,test github actions,https://api.github.com/repos/cosmos/gaia/issues/289
878,288,2020-02-17 14:37:29+00:00,2020-04-23 17:29:09+00:00,0,"['WIP', 'pinned']",0,MEMBER,8.0,IBC Alpha Updates,https://api.github.com/repos/cosmos/gaia/issues/288
879,287,2020-02-14 12:03:52+00:00,2020-02-14 12:33:58+00:00,0,['dependencies'],0,CONTRIBUTOR,2.0,Bump github.com/tendermint/tendermint from 0.33.0 to 0.33.1,https://api.github.com/repos/cosmos/gaia/issues/287
880,286,2020-02-14 08:59:40+00:00,2020-02-14 12:34:39+00:00,0,[],0,MEMBER,1.0,Remove replace statement,https://api.github.com/repos/cosmos/gaia/issues/286
881,285,2020-02-13 16:01:23+00:00,2020-02-20 17:07:29+00:00,1,"['R4R', 'dependencies']",0,MEMBER,1.0,update: gaia to master of the sdk,https://api.github.com/repos/cosmos/gaia/issues/285
882,284,2020-02-10 16:50:32+00:00,2020-02-10 17:06:26+00:00,0,['R4R'],0,MEMBER,0.0,Add v2.0.6 changelog entry,https://api.github.com/repos/cosmos/gaia/issues/284
883,283,2020-02-10 15:58:52+00:00,2020-02-10 16:39:31+00:00,0,['R4R'],0,MEMBER,1.0,v2.0.6 RC1,https://api.github.com/repos/cosmos/gaia/issues/283
884,282,2020-02-08 15:15:47+00:00,2020-02-10 16:03:16+00:00,0,['R4R'],0,MEMBER,2.0,Bump SDK master commit,https://api.github.com/repos/cosmos/gaia/issues/282
885,281,2020-02-04 13:42:32+00:00,2020-02-05 16:20:02+00:00,0,['R4R'],0,MEMBER,1.0,Bump SDK commit,https://api.github.com/repos/cosmos/gaia/issues/281
886,280,2020-02-04 11:39:57+00:00,2020-02-04 15:00:30+00:00,0,[],0,NONE,4.0,Makefile: remove golangci-lint installation,https://api.github.com/repos/cosmos/gaia/issues/280
887,279,2020-02-03 09:41:31+00:00,2020-02-20 16:29:42+00:00,1,['docs'],0,MEMBER,2.0,docs: add pruning section,https://api.github.com/repos/cosmos/gaia/issues/279
888,278,2020-02-03 03:13:38+00:00,2020-02-03 14:23:40+00:00,0,[],0,MEMBER,1.0,speed up reproducible builds,https://api.github.com/repos/cosmos/gaia/issues/278
889,277,2020-01-31 01:49:56+00:00,2020-04-04 19:07:31+00:00,0,['stale'],0,NONE,2.0,Add KIRA-SIMPLY Interchain Wallet,https://api.github.com/repos/cosmos/gaia/issues/277
890,276,2020-01-30 14:46:45+00:00,2020-02-04 13:57:46+00:00,0,['R4R'],0,MEMBER,2.0,Update bug-report.md,https://api.github.com/repos/cosmos/gaia/issues/276
891,275,2020-01-30 14:44:35+00:00,2020-02-04 13:57:45+00:00,0,[],0,MEMBER,0.0,Bug Report template is out of date,https://api.github.com/repos/cosmos/gaia/issues/275
892,274,2020-01-30 14:42:30+00:00,2020-01-30 15:17:03+00:00,0,[],0,MEMBER,1.0,chain-id not enforced as required,https://api.github.com/repos/cosmos/gaia/issues/274
893,273,2020-01-30 10:39:01+00:00,2020-01-30 13:37:51+00:00,0,[],0,MEMBER,1.0,Update validator-faq.md,https://api.github.com/repos/cosmos/gaia/issues/273
894,272,2020-01-24 17:58:52+00:00,2020-01-24 19:39:44+00:00,0,['R4R'],0,MEMBER,0.0,build against latest master,https://api.github.com/repos/cosmos/gaia/issues/272
895,271,2020-01-24 00:25:33+00:00,2020-01-24 16:35:06+00:00,0,['R4R'],0,MEMBER,1.0,Build against cosmos-sdk 0.38.0,https://api.github.com/repos/cosmos/gaia/issues/271
896,270,2020-01-23 14:25:57+00:00,2020-01-24 12:55:35+00:00,0,[],0,NONE,3.0,make install issue,https://api.github.com/repos/cosmos/gaia/issues/270
897,269,2020-01-22 22:45:44+00:00,2021-11-24 15:28:52+00:00,0,"['more-info-needed', 'IBC']",0,MEMBER,4.0,UX & anti-spam questions surrounding IBC token transfers,https://api.github.com/repos/cosmos/gaia/issues/269
898,268,2020-01-22 17:37:10+00:00,2020-02-26 17:59:09+00:00,0,"['R4R', 'stale']",0,MEMBER,1.0,remove Rigel from codeowners,https://api.github.com/repos/cosmos/gaia/issues/268
899,267,2020-01-22 14:36:08+00:00,2020-01-22 16:25:12+00:00,0,['R4R'],0,MEMBER,1.0,Exec go mod tidy,https://api.github.com/repos/cosmos/gaia/issues/267
900,266,2020-01-22 06:39:24+00:00,2020-01-22 14:35:51+00:00,0,[],0,CONTRIBUTOR,0.0,Dependabot can't parse your go.mod,https://api.github.com/repos/cosmos/gaia/issues/266
901,265,2020-01-21 17:16:50+00:00,2020-01-21 17:58:02+00:00,0,['R4R'],0,MEMBER,0.0,add v2.0.5 changes to CHANGELOG,https://api.github.com/repos/cosmos/gaia/issues/265
902,264,2020-01-21 15:53:09+00:00,2020-01-21 16:34:36+00:00,0,['R4R'],0,MEMBER,1.0,v2.0.5 rc1,https://api.github.com/repos/cosmos/gaia/issues/264
903,263,2020-01-20 15:08:18+00:00,2020-02-19 21:13:21+00:00,0,[],0,NONE,2.0,Handshake Transaction in IBC Demo,https://api.github.com/repos/cosmos/gaia/issues/263
904,262,2020-01-20 11:24:46+00:00,2020-01-20 12:46:58+00:00,0,[],0,MEMBER,1.0,Fix broken link in delegator guide,https://api.github.com/repos/cosmos/gaia/issues/262
905,261,2020-01-18 18:00:00+00:00,2020-01-18 21:25:39+00:00,0,[],0,NONE,1.0,docs: removed redundant readme.md,https://api.github.com/repos/cosmos/gaia/issues/261
906,260,2020-01-18 02:41:22+00:00,2021-01-09 18:04:22+00:00,0,"['CLI', 'proposal']",0,NONE,6.0,"Binary ""gaiacli"" should become ""gaia""",https://api.github.com/repos/cosmos/gaia/issues/260
907,259,2020-01-17 15:22:30+00:00,2020-01-22 23:15:31+00:00,0,"['R4R', 'blocked', 'dependencies']",0,MEMBER,2.0,Bump SDK master commit,https://api.github.com/repos/cosmos/gaia/issues/259
908,258,2020-01-17 06:38:38+00:00,2020-01-17 14:13:35+00:00,0,['dependencies'],0,CONTRIBUTOR,1.0,Bump github.com/spf13/viper from 1.6.1 to 1.6.2,https://api.github.com/repos/cosmos/gaia/issues/258
909,257,2020-01-15 11:54:55+00:00,2020-01-21 16:51:28+00:00,0,['dependencies'],0,CONTRIBUTOR,1.0,Bump github.com/tendermint/tendermint from 0.32.8 to 0.33.0,https://api.github.com/repos/cosmos/gaia/issues/257
910,256,2020-01-15 06:37:28+00:00,2020-01-15 13:19:04+00:00,0,['dependencies'],0,CONTRIBUTOR,0.0,Bump github.com/pkg/errors from 0.9.0 to 0.9.1,https://api.github.com/repos/cosmos/gaia/issues/256
911,255,2020-01-13 06:54:43+00:00,2020-01-13 13:56:41+00:00,0,['dependencies'],0,CONTRIBUTOR,1.0,Bump github.com/pkg/errors from 0.8.1 to 0.9.0,https://api.github.com/repos/cosmos/gaia/issues/255
912,254,2020-01-13 06:54:31+00:00,2020-01-15 11:54:58+00:00,0,['dependencies'],0,CONTRIBUTOR,2.0,Bump github.com/tendermint/tendermint from 0.32.8 to 0.32.9,https://api.github.com/repos/cosmos/gaia/issues/254
913,253,2020-01-10 21:28:59+00:00,2020-01-12 14:49:14+00:00,0,['R4R'],0,MEMBER,1.0,Bump SDK master commit,https://api.github.com/repos/cosmos/gaia/issues/253
914,252,2020-01-09 21:09:43+00:00,2020-01-10 14:39:09+00:00,0,['R4R'],0,MEMBER,1.0,v2.0.4 Changelog,https://api.github.com/repos/cosmos/gaia/issues/252
915,251,2020-01-08 16:02:37+00:00,2020-01-09 19:41:04+00:00,0,['R4R'],0,MEMBER,1.0,v2.0.4-RC1,https://api.github.com/repos/cosmos/gaia/issues/251
916,250,2020-01-08 09:56:15+00:00,2020-01-15 13:20:25+00:00,0,"['R4R', 'docs']",0,MEMBER,1.0,Docs-update,https://api.github.com/repos/cosmos/gaia/issues/250
917,249,2020-01-07 19:25:18+00:00,2020-01-07 21:04:17+00:00,1,"['R4R', 'build']",0,NONE,1.0,docker image build and upload for release tags,https://api.github.com/repos/cosmos/gaia/issues/249
918,248,2020-01-07 16:01:45+00:00,2020-01-07 21:04:17+00:00,0,[],0,MEMBER,25.0,Docker Hub release for Gaia v2.0.3,https://api.github.com/repos/cosmos/gaia/issues/248
919,247,2020-01-07 15:25:30+00:00,2020-01-07 19:14:40+00:00,0,['R4R'],1,MEMBER,1.0,Update SDK Commit & Update CLI Doc,https://api.github.com/repos/cosmos/gaia/issues/247
920,246,2020-01-07 15:18:40+00:00,2020-01-07 15:26:33+00:00,0,"['R4R', 'docs']",0,MEMBER,0.0,Update Archive page with explorers,https://api.github.com/repos/cosmos/gaia/issues/246
921,245,2020-01-06 14:11:47+00:00,2020-01-06 16:42:52+00:00,0,[],0,MEMBER,0.0,Add Link to Cosmos Hub Archives,https://api.github.com/repos/cosmos/gaia/issues/245
922,244,2020-01-05 18:29:56+00:00,2020-01-07 15:26:33+00:00,0,[],0,MEMBER,1.0,The Interchain.io Archive should be linked in the gaia docs,https://api.github.com/repos/cosmos/gaia/issues/244
923,243,2020-01-05 06:00:51+00:00,2020-01-07 19:14:40+00:00,0,['docs'],0,NONE,1.0,gaiacli documentation appears out of date,https://api.github.com/repos/cosmos/gaia/issues/243
924,242,2019-12-31 10:58:40+00:00,2019-12-31 20:22:49+00:00,0,[],0,NONE,1.0,Add command to gaiad to show the address of a validator's operator address.,https://api.github.com/repos/cosmos/gaia/issues/242
925,241,2019-12-31 07:29:38+00:00,2021-12-03 16:40:26+00:00,0,[],0,NONE,1.0,IBC DEMO is returning CODE :107 at the time of Receive Packets,https://api.github.com/repos/cosmos/gaia/issues/241
926,240,2019-12-31 06:13:24+00:00,2021-12-03 16:39:42+00:00,0,[],0,NONE,4.0,failed to get from fields: The specified item could not be found in the keyringroot,https://api.github.com/repos/cosmos/gaia/issues/240
927,239,2019-12-28 14:43:04+00:00,2019-12-30 14:04:40+00:00,0,['R4R'],0,MEMBER,1.0,Bump SDK commit to the latest master,https://api.github.com/repos/cosmos/gaia/issues/239
928,237,2019-12-20 21:28:40+00:00,2021-02-18 21:01:08+00:00,0,[],0,NONE,0.0,Need to update cosmos-hub-3 migration document,https://api.github.com/repos/cosmos/gaia/issues/237
929,236,2019-12-18 07:54:15+00:00,2019-12-18 10:16:31+00:00,0,[],0,NONE,3.0,cosmos-hub3 seeds nodes?,https://api.github.com/repos/cosmos/gaia/issues/236
930,235,2019-12-17 09:44:32+00:00,2019-12-17 15:14:37+00:00,0,[],0,NONE,1.0,how to decode block.txs struct ?,https://api.github.com/repos/cosmos/gaia/issues/235
931,234,2019-12-16 12:03:03+00:00,2019-12-16 14:06:35+00:00,0,[],0,NONE,1.0,txs always empty,https://api.github.com/repos/cosmos/gaia/issues/234
932,233,2019-12-15 07:53:51+00:00,2020-04-23 11:18:37+00:00,0,[],0,NONE,3.0,failed to build,https://api.github.com/repos/cosmos/gaia/issues/233
933,232,2019-12-14 11:12:53+00:00,2021-01-09 18:05:42+00:00,0,[],0,NONE,2.0,Adhere to Semver,https://api.github.com/repos/cosmos/gaia/issues/232
934,231,2019-12-14 06:30:02+00:00,2019-12-14 21:48:16+00:00,0,[],0,NONE,1.0,Gaiad Requires Local PK from HSM Validator,https://api.github.com/repos/cosmos/gaia/issues/231
935,230,2019-12-13 15:00:45+00:00,2020-06-07 08:35:10+00:00,0,[],0,MEMBER,6.0,Broken Link,https://api.github.com/repos/cosmos/gaia/issues/230
936,229,2019-12-13 12:57:15+00:00,2019-12-13 13:12:04+00:00,0,[],0,MEMBER,1.0,Update join-mainnet.md,https://api.github.com/repos/cosmos/gaia/issues/229
937,228,2019-12-13 12:00:34+00:00,2019-12-13 13:12:04+00:00,0,[],0,MEMBER,0.0,Join mainnet instructions have broken links,https://api.github.com/repos/cosmos/gaia/issues/228
938,227,2019-12-13 11:25:14+00:00,2019-12-13 12:58:35+00:00,0,[],0,MEMBER,0.0,Refresh dependencies to incorporate sdk's latest changes,https://api.github.com/repos/cosmos/gaia/issues/227
939,226,2019-12-13 03:09:59+00:00,2019-12-13 07:05:38+00:00,0,[],0,NONE,1.0,Rest RPC Error,https://api.github.com/repos/cosmos/gaia/issues/226
940,225,2019-12-12 20:01:23+00:00,2019-12-19 19:26:25+00:00,1,[],0,NONE,3.0,Why Stargate rpc still on cosmoshub-2 ?,https://api.github.com/repos/cosmos/gaia/issues/225
941,224,2019-12-12 18:51:47+00:00,2019-12-12 22:05:00+00:00,0,[],0,NONE,1.0,Interchangeable key implementations SDK PR,https://api.github.com/repos/cosmos/gaia/issues/224
942,223,2019-12-12 08:28:29+00:00,2019-12-12 12:17:42+00:00,0,[],0,MEMBER,1.0,Fix readme links,https://api.github.com/repos/cosmos/gaia/issues/223
943,222,2019-12-12 04:52:42+00:00,2019-12-12 06:59:25+00:00,0,[],0,NONE,2.0,Cannot start gaiad since cosmoshub-3,https://api.github.com/repos/cosmos/gaia/issues/222
944,221,2019-12-12 02:36:40+00:00,2019-12-12 14:59:49+00:00,0,['R4R'],0,MEMBER,1.0,Hide unnecessarily exported function to better coverage report,https://api.github.com/repos/cosmos/gaia/issues/221
945,220,2019-12-12 02:22:34+00:00,2019-12-12 12:17:41+00:00,0,[],0,NONE,0.0,README broken links,https://api.github.com/repos/cosmos/gaia/issues/220
946,219,2019-12-11 19:23:24+00:00,2019-12-11 20:46:41+00:00,0,[],0,NONE,1.0,Problem with `gaiacli tx staking edit-validator` and moniker,https://api.github.com/repos/cosmos/gaia/issues/219
947,218,2019-12-11 15:58:15+00:00,2019-12-11 17:15:16+00:00,0,['R4R'],0,MEMBER,0.0,rename staly.yml -> stale.yml,https://api.github.com/repos/cosmos/gaia/issues/218
948,217,2019-12-10 11:44:54+00:00,2019-12-10 14:34:27+00:00,0,[],0,CONTRIBUTOR,0.0,Add proper block height in Hubble's link,https://api.github.com/repos/cosmos/gaia/issues/217
949,216,2019-12-10 03:15:08+00:00,2019-12-10 14:33:26+00:00,0,[],0,NONE,1.0,fixed the fail in the install cmd.,https://api.github.com/repos/cosmos/gaia/issues/216
950,215,2019-12-09 12:46:32+00:00,2019-12-19 16:02:59+00:00,0,['R4R'],0,MEMBER,1.0,Update simulation tests,https://api.github.com/repos/cosmos/gaia/issues/215
951,214,2019-12-09 06:39:29+00:00,2019-12-09 09:30:36+00:00,0,['dependencies'],0,CONTRIBUTOR,0.0,Bump github.com/spf13/viper from 1.5.0 to 1.6.1,https://api.github.com/repos/cosmos/gaia/issues/214
952,213,2019-12-08 19:50:15+00:00,2019-12-10 17:00:14+00:00,0,"['R4R', 'docs']",0,NONE,0.0,Update cosmoshub-2.md,https://api.github.com/repos/cosmos/gaia/issues/213
953,212,2019-12-05 15:24:49+00:00,2019-12-12 02:10:40+00:00,0,"['R4R', 'CLI']",0,MEMBER,3.0,Bump SDK master version,https://api.github.com/repos/cosmos/gaia/issues/212
954,211,2019-12-05 11:33:01+00:00,2019-12-05 17:55:09+00:00,0,"['R4R', 'CLI']",0,MEMBER,0.0,Update against sdk's keys commands changes,https://api.github.com/repos/cosmos/gaia/issues/211
955,210,2019-12-04 22:07:24+00:00,2019-12-05 11:18:44+00:00,0,['R4R'],0,MEMBER,1.0,update Gaia with to latest SDK master,https://api.github.com/repos/cosmos/gaia/issues/210
956,209,2019-12-04 17:25:36+00:00,2019-12-04 19:44:39+00:00,0,['R4R'],0,MEMBER,0.0,"Updated PR template, stale and codecov settings",https://api.github.com/repos/cosmos/gaia/issues/209
957,208,2019-12-04 15:45:07+00:00,2019-12-09 12:17:10+00:00,0,"['R4R', 'docs']",0,MEMBER,1.0,Ledger + Lunie guide,https://api.github.com/repos/cosmos/gaia/issues/208
958,207,2019-12-04 15:28:45+00:00,2019-12-04 16:56:24+00:00,0,['R4R'],0,MEMBER,0.0,Bump SDK Commit,https://api.github.com/repos/cosmos/gaia/issues/207
959,206,2019-12-04 07:39:29+00:00,2019-12-05 01:26:02+00:00,0,[],0,NONE,2.0,Synchronisation does not start (testnet),https://api.github.com/repos/cosmos/gaia/issues/206
960,205,2019-12-03 14:32:48+00:00,2019-12-03 15:29:59+00:00,0,"['R4R', 'docs']",0,MEMBER,0.0,Update Migration Doc with Proposal Values,https://api.github.com/repos/cosmos/gaia/issues/205
961,204,2019-12-03 10:45:46+00:00,2019-12-05 09:10:16+00:00,1,['docs'],0,MEMBER,0.0,deprecate GOPATH references on docs ,https://api.github.com/repos/cosmos/gaia/issues/204
962,203,2019-11-30 18:01:45+00:00,2019-11-30 20:19:29+00:00,0,"['blocked', 'WIP', 'state-machine-breaking']",0,MEMBER,0.0,Enable sending funds to the community pool,https://api.github.com/repos/cosmos/gaia/issues/203
963,202,2019-11-26 17:36:43+00:00,2019-11-28 14:30:46+00:00,0,[],0,MEMBER,0.0,Add -trimpath for enhanced build reproducibility,https://api.github.com/repos/cosmos/gaia/issues/202
964,201,2019-11-26 16:28:41+00:00,2020-03-17 16:33:56+00:00,6,['IBC'],0,MEMBER,2.0,The one true master IBC implementation tracking issue,https://api.github.com/repos/cosmos/gaia/issues/201
965,199,2019-11-20 06:42:16+00:00,2019-11-30 18:44:22+00:00,0,['dependencies'],0,CONTRIBUTOR,2.0,Bump github.com/tendermint/tendermint from 0.32.7 to 0.32.8,https://api.github.com/repos/cosmos/gaia/issues/199
966,198,2019-11-19 16:45:34+00:00,2019-11-19 17:03:56+00:00,1,[],0,MEMBER,0.0,Forgot to delete debug cmd in makefile,https://api.github.com/repos/cosmos/gaia/issues/198
967,197,2019-11-19 14:09:30+00:00,2019-11-20 06:42:07+00:00,0,[],0,CONTRIBUTOR,1.0,Dependabot can't parse your go.mod,https://api.github.com/repos/cosmos/gaia/issues/197
968,196,2019-11-19 14:08:26+00:00,2019-11-30 17:45:09+00:00,0,['R4R'],0,MEMBER,3.0,Upgrade module,https://api.github.com/repos/cosmos/gaia/issues/196
969,195,2019-11-18 17:47:17+00:00,2019-11-18 18:03:58+00:00,0,['dependencies'],0,CONTRIBUTOR,2.0,Bump github.com/tendermint/tm-db from 0.2.0 to 0.3.0,https://api.github.com/repos/cosmos/gaia/issues/195
970,194,2019-11-18 11:52:50+00:00,2019-11-19 16:45:44+00:00,0,"['R4R', 'docs']",0,MEMBER,1.0,[DOCS][KR] Update Gaia Docs KR translation,https://api.github.com/repos/cosmos/gaia/issues/194
971,193,2019-11-14 15:56:08+00:00,2019-11-14 16:00:47+00:00,0,[],0,MEMBER,0.0,Add @fedekunze to CODEOWNERS,https://api.github.com/repos/cosmos/gaia/issues/193
972,192,2019-11-12 18:30:40+00:00,2020-01-14 17:22:05+00:00,0,['stale'],0,MEMBER,1.0,IBC Alpha Demo,https://api.github.com/repos/cosmos/gaia/issues/192
973,191,2019-11-11 16:20:35+00:00,2019-11-19 13:25:16+00:00,1,['CLI'],0,MEMBER,1.0,Remove gaiadebug,https://api.github.com/repos/cosmos/gaia/issues/191
974,190,2019-11-08 20:26:40+00:00,2019-11-10 00:27:35+00:00,0,['R4R'],0,MEMBER,0.0,Bump SDK version to latest master,https://api.github.com/repos/cosmos/gaia/issues/190
975,189,2019-11-08 00:20:14+00:00,2019-11-08 00:56:56+00:00,0,[],0,NONE,1.0,Can't propagate MsgSend through /tx LCD endpoint,https://api.github.com/repos/cosmos/gaia/issues/189
976,188,2019-11-07 22:39:34+00:00,2019-11-14 20:04:52+00:00,1,"['R4R', 'code-hygiene']",0,MEMBER,0.0,Add some linting to gaia,https://api.github.com/repos/cosmos/gaia/issues/188
977,187,2019-11-07 17:21:47+00:00,2019-11-14 20:04:51+00:00,1,[],0,MEMBER,0.0,Add more golangci linters,https://api.github.com/repos/cosmos/gaia/issues/187
978,186,2019-11-07 15:35:26+00:00,2019-12-02 08:48:16+00:00,0,[],0,MEMBER,1.0,WIP: Billy/ibc nft,https://api.github.com/repos/cosmos/gaia/issues/186
979,185,2019-11-06 15:59:16+00:00,2019-11-12 19:47:22+00:00,0,['R4R'],0,MEMBER,2.0,Migration Instructions/Doc: cosmoshub-2,https://api.github.com/repos/cosmos/gaia/issues/185
980,184,2019-11-05 12:14:58+00:00,2019-11-19 13:41:30+00:00,0,[],0,MEMBER,1.0,Gaia upgrade demo,https://api.github.com/repos/cosmos/gaia/issues/184
981,183,2019-11-04 20:36:55+00:00,2019-12-11 15:50:36+00:00,0,[],0,MEMBER,2.0,[Merge After Upgrade] Cleanup in preparation of new docs,https://api.github.com/repos/cosmos/gaia/issues/183
982,182,2019-11-04 20:15:16+00:00,2019-11-04 21:32:54+00:00,0,['R4R'],0,MEMBER,0.0,changelog: add v2.0.3 section,https://api.github.com/repos/cosmos/gaia/issues/182
983,181,2019-11-04 18:35:27+00:00,2019-11-04 20:12:11+00:00,0,['R4R'],0,MEMBER,0.0,v2.0.3-rc1,https://api.github.com/repos/cosmos/gaia/issues/181
984,180,2019-11-04 18:26:29+00:00,2019-11-04 18:31:59+00:00,0,['R4R'],0,MEMBER,0.0,v2.0.3-rc1,https://api.github.com/repos/cosmos/gaia/issues/180
985,179,2019-11-04 13:12:30+00:00,2019-11-04 20:30:48+00:00,0,['dependencies'],0,CONTRIBUTOR,0.0,Bump github.com/spf13/viper from 1.4.0 to 1.5.0,https://api.github.com/repos/cosmos/gaia/issues/179
986,178,2019-11-04 07:34:51+00:00,2022-02-15 04:32:24+00:00,0,[],0,MEMBER,9.0,validator control key migration to a group key during hub-3 -> hub-4 chain upgrade,https://api.github.com/repos/cosmos/gaia/issues/178
987,177,2019-11-02 22:39:58+00:00,2019-11-19 14:29:21+00:00,0,[],0,MEMBER,1.0,Update ibc-demo.md,https://api.github.com/repos/cosmos/gaia/issues/177
988,176,2019-11-01 19:07:13+00:00,2019-11-04 20:36:25+00:00,0,"['R4R', 'docs']",0,MEMBER,0.0,Docs Cleanup in preparation of new build process,https://api.github.com/repos/cosmos/gaia/issues/176
989,175,2019-10-31 18:20:35+00:00,2019-11-04 17:42:11+00:00,0,['R4R'],0,MEMBER,0.0,Bump SDK to latest master,https://api.github.com/repos/cosmos/gaia/issues/175
990,174,2019-10-31 12:48:48+00:00,2019-11-05 00:57:09+00:00,0,[],0,MEMBER,6.0,IBC demo fixes,https://api.github.com/repos/cosmos/gaia/issues/174
991,173,2019-10-30 13:47:55+00:00,2019-10-31 18:46:39+00:00,0,['dependencies'],0,CONTRIBUTOR,0.0,Bump github.com/tendermint/tendermint from 0.32.6 to 0.32.7,https://api.github.com/repos/cosmos/gaia/issues/173
992,172,2019-10-29 14:24:17+00:00,2020-03-16 23:41:53+00:00,0,"['WIP', 'pinned']",0,MEMBER,2.0,IBC v1.0.0,https://api.github.com/repos/cosmos/gaia/issues/172
993,171,2019-10-25 11:55:44+00:00,2019-10-25 13:22:09+00:00,0,['R4R'],0,MEMBER,2.0,Update gitian-builder repository's location,https://api.github.com/repos/cosmos/gaia/issues/171
994,170,2019-10-23 13:25:27+00:00,2019-10-23 13:33:33+00:00,0,['R4R'],0,MEMBER,0.0,Fix Makefile's all target dependencies,https://api.github.com/repos/cosmos/gaia/issues/170
995,169,2019-10-23 06:59:23+00:00,2019-10-23 13:33:33+00:00,1,"['T:bug', 'build']",0,NONE,0.0,"make: *** No rule to make target 'check', needed by 'all'.  Stop.",https://api.github.com/repos/cosmos/gaia/issues/169
996,168,2019-10-22 09:17:17+00:00,2021-12-03 16:40:08+00:00,0,[],0,NONE,2.0,Issue with the creation of client for testing the IBC,https://api.github.com/repos/cosmos/gaia/issues/168
997,167,2019-10-21 11:11:35+00:00,2019-10-21 13:37:54+00:00,0,['R4R'],0,MEMBER,0.0,Fix MacOS CI build,https://api.github.com/repos/cosmos/gaia/issues/167
998,166,2019-10-20 13:04:09+00:00,2019-10-21 01:50:44+00:00,0,['R4R'],0,MEMBER,2.0,Update reproducible builds to go1.13,https://api.github.com/repos/cosmos/gaia/issues/166
999,165,2019-10-18 09:08:55+00:00,2019-10-20 10:58:57+00:00,0,"['R4R', 'docs']",0,MEMBER,0.0,[DOC] (KR) Update new commands & minor fixes,https://api.github.com/repos/cosmos/gaia/issues/165
1000,164,2019-10-17 16:09:00+00:00,2019-11-18 11:34:27+00:00,0,['R4R'],0,MEMBER,7.0,Drop on-disk keybase in favor of keyring,https://api.github.com/repos/cosmos/gaia/issues/164
1001,163,2019-10-17 11:52:07+00:00,2019-10-18 12:59:06+00:00,1,"['R4R', 'docs']",0,MEMBER,0.0,Remove mention of voyager,https://api.github.com/repos/cosmos/gaia/issues/163
1002,162,2019-10-16 18:59:05+00:00,2019-11-22 13:26:32+00:00,0,['proposal'],0,MEMBER,6.0,Gaia should maintain its own local version of its modules it uses,https://api.github.com/repos/cosmos/gaia/issues/162
1003,160,2019-10-16 04:10:07+00:00,2019-10-17 06:49:22+00:00,0,[],0,MEMBER,5.0,"gaiad got panic due to ""Out of memory"" in the migration test",https://api.github.com/repos/cosmos/gaia/issues/160
1004,159,2019-10-15 10:05:18+00:00,2019-10-15 12:24:49+00:00,0,[],0,MEMBER,1.0,remove version,https://api.github.com/repos/cosmos/gaia/issues/159
1005,158,2019-10-14 15:30:22+00:00,2019-10-14 15:50:33+00:00,1,['R4R'],0,MEMBER,1.0,fix version to golangci,https://api.github.com/repos/cosmos/gaia/issues/158
1006,157,2019-10-14 15:06:05+00:00,2019-10-14 15:39:29+00:00,0,[],0,NONE,0.0,Fix typos,https://api.github.com/repos/cosmos/gaia/issues/157
1007,156,2019-10-14 11:20:33+00:00,2019-10-14 16:03:38+00:00,0,['dependencies'],0,CONTRIBUTOR,4.0,Bump github.com/tendermint/go-amino from 0.15.0 to 0.15.1,https://api.github.com/repos/cosmos/gaia/issues/156
1008,155,2019-10-12 18:19:17+00:00,2019-10-13 03:05:11+00:00,0,['R4R'],0,MEMBER,0.0,changelog: add v2.0.2 section,https://api.github.com/repos/cosmos/gaia/issues/155
1009,154,2019-10-11 11:28:31+00:00,2019-10-14 15:52:00+00:00,0,['dependencies'],0,CONTRIBUTOR,1.0,Bump github.com/tendermint/tendermint from 0.32.5 to 0.32.6,https://api.github.com/repos/cosmos/gaia/issues/154
1010,153,2019-10-09 19:58:56+00:00,2019-10-15 21:06:09+00:00,0,['R4R'],0,MEMBER,2.0,Bump SDK Version to Latest Master,https://api.github.com/repos/cosmos/gaia/issues/153
1011,152,2019-10-09 11:32:14+00:00,2019-10-09 13:23:38+00:00,0,[],0,NONE,1.0,ERROR: unrecognized concrete type name auth/Account when run gaiacli query account,https://api.github.com/repos/cosmos/gaia/issues/152
1012,151,2019-10-08 13:19:36+00:00,2019-11-20 18:06:10+00:00,0,"['R4R', 'docs']",0,NONE,2.0,Update README.md,https://api.github.com/repos/cosmos/gaia/issues/151
1013,150,2019-10-03 19:01:36+00:00,2019-10-24 23:30:23+00:00,0,[],0,MEMBER,2.0,Example type dumping from amino,https://api.github.com/repos/cosmos/gaia/issues/150
1014,149,2019-10-03 13:22:30+00:00,2019-10-10 18:44:19+00:00,0,['R4R'],0,MEMBER,1.0,v2.0.2-RC1,https://api.github.com/repos/cosmos/gaia/issues/149
1015,148,2019-10-02 14:33:54+00:00,2019-10-02 16:46:23+00:00,0,['dependencies'],0,CONTRIBUTOR,1.0,Bump github.com/tendermint/tendermint from 0.32.4 to 0.32.5,https://api.github.com/repos/cosmos/gaia/issues/148
1016,147,2019-10-01 12:25:13+00:00,2019-10-18 13:30:10+00:00,0,['R4R'],0,NONE,2.0,Unset ldflags for builds,https://api.github.com/repos/cosmos/gaia/issues/147
